binominal,F01286,F01287,F01289,F01290,reconciled_state,source,synonyms
Schefflera digita,Schefflera,digita,Araliaceae,Apiales,AM,FRED4,
Schima superba,Schima,superba,Theaceae,Ericales,AM,FRED4,['Schima wallichii var. superba']
Schima wallichii,Schima,wallichii,Theaceae,Ericales,AM,FRED4,['Gordonia wallichii']
Schizachyrium scoparium,Schizachyrium,scoparium,Poaceae,Poales,AM,Maherali et. al. 2016,"['Pollinia scoparia', 'Sorghum scoparium', 'Andropogon scoparius']"
Schoepfia jasminodora,Schoepfia,jasminodora,Schoepfiaceae,Santalales,NM,FRED4,['Schoepfiopsis jasminodora']
Sciadopitys verticillata,Sciadopitys,verticillata,Sciadopityaceae,Cupressales,AM,FRED4,"['Taxus verticillata', 'Pinus verticillata']"
Sciodaphyllum acuminatum,Sciodaphyllum,acuminatum,Araliaceae,Apiales,,,"['Brassaia acuminata', 'Schefflera acuminata', 'Actinophyllum acuminatum']"
Scleronema micranthum,Scleronema,micranthum,Malvaceae,Malvales,AM,FRED4,['Catostemma micranthum']
Semecarpus reticulata,Semecarpus,reticulata,Anacardiaceae,Sapindales,,,
Sequoiadendron giganteum,Sequoiadendron,giganteum,Cupressaceae,Cupressales,AM,FRED4,"['Americus gigantea', 'Wellingtonia gigantea', 'Gigantabies wellingtoniana', 'Washingtonia gigantea', 'Taxodium giganteum', 'Sequoia wellingtonia', 'Steinhauera gigantea']"
Sextonia rubra,Sextonia,rubra,Lauraceae,Laurales,AM,FungalRoot,"['Nectandra rubra', 'Ocotea rubra']"
Sibbaldianthe bifurca,Sibbaldianthe,bifurca,Rosaceae,Rosales,AM,FRED4,"['Fragaria bifurca', 'Schistophyllidium bifurcum', 'Potentilla bifurca']"
Sideritis pusilla,Sideritis,pusilla,Lamiaceae,Lamiales,,,['Sideritis scordioides var. pusilla']
Simira rubescens,Simira,rubescens,Rubiaceae,Gentianales,AM,FRED4,['Sprucea rubescens']
Siparuna aspera,Siparuna,aspera,Siparunaceae,Laurales,,,['Citrosma aspera']
Siparuna muricata,Siparuna,muricata,Siparunaceae,Laurales,,,['Citrosma muricata']
Sloanea grandiflora,Sloanea,grandiflora,Elaeocarpaceae,Oxalidales,,,
Sloanea rufa,Sloanea,rufa,Elaeocarpaceae,Oxalidales,,,
Smilax aspera,Smilax,aspera,Smilacaceae,Liliales,AM,FRED4,
Smilax trinervula,Smilax,trinervula,Smilacaceae,Liliales,AM,FRED4,"['Smilax china var. trinervula', 'Smilax biflora var. trinervula']"
Solidago decurrens,Solidago,decurrens,Asteraceae,Asterales,AM,FRED4,
Solidago missouriensis,Solidago,missouriensis,Asteraceae,Asterales,AM,FungalRoot,['Aster missouriensis']
Solidago nemoralis,Solidago,nemoralis,Asteraceae,Asterales,AM,Maherali et. al. 2016,
Solidago ptarmicoides,Solidago,ptarmicoides,Asteraceae,Asterales,,,"['Doellingeria ptarmicoides', 'Aster albus', 'Aster ptarmicoides', 'Chrysopsis alba', 'Diplopappus albus', 'Eucephalus albus', 'Heleastrum album', 'Inula alba', 'Oligoneuron album', 'Solidago asteroides', 'Unamia alba', 'Unamia ptarmicoides']"
Solidago rigida,Solidago,rigida,Asteraceae,Asterales,AM,Maherali et. al. 2016,['Leioligo rigida']
Solidago speciosa,Solidago,speciosa,Asteraceae,Asterales,AM,FungalRoot,"['Aster speciosus', 'Leioligo speciosa']"
Sophora microphylla,Sophora,microphylla,Fabaceae,Fabales,AM,FRED4,"['Edwardsia grandiflora var. microphylla', 'Edwardsia microphylla', 'Sophora tetraptera var. microphylla']"
Sorbus aucuparia,Sorbus,aucuparia,Rosaceae,Rosales,AM,FRED4,"['Pyrus aucuparia', 'Pyrenia aucuparia', 'Mespilus aucuparia', 'Crataegus aucuparia', 'Aucuparia silvestris']"
Sorbus discolor,Sorbus,discolor,Rosaceae,Rosales,,,['Pyrus discolor']
Sorghastrum nutans,Sorghastrum,nutans,Poaceae,Poales,AM,Maherali et. al. 2016,"['Chalcoelytrum nutans', 'Poranthera nutans', 'Rhaphis nutans', 'Holcus nutans', 'Digitaria nutans', 'Trichachne nutans', 'Andropogon nutans', 'Sorghum nutans']"
Sorocea guilleminiana,Sorocea,guilleminiana,Moraceae,Rosales,AM,FRED4,
Sorocea muriculata,Sorocea,muriculata,Moraceae,Rosales,AM,FRED4,
Sorocea pubivena,Sorocea,pubivena,Moraceae,Rosales,AM,FRED4,
Sphaeralcea coccinea,Sphaeralcea,coccinea,Malvaceae,Malvales,AM,FungalRoot,"['Malvastrum coccineum', 'Malveopsis coccinea', 'Malva coccinea', 'Sida coccinea']"
Sphaeropteris medullaris,Sphaeropteris,medullaris,Cyatheaceae,Cyatheales,AM,FRED4,"['Polypodium medullare', 'Cyathea medullaris']"
Spiraea dahurica,Spiraea,dahurica,Rosaceae,Rosales,AM,FRED4,"['Spiraea media subsp. dahurica', 'Spiraea alpina var. dahurica']"
Spiraea ouensanensis,Spiraea,ouensanensis,Rosaceae,Rosales,AM,FRED4,
Sporobolus heterolepis,Sporobolus,heterolepis,Poaceae,Poales,AM,Maherali et. al. 2016,"['Agrostis heterolepis', 'Vilfa heterolepis']"
Sporobolus rigidus,Sporobolus,rigidus,Poaceae,Poales,,,['Vilfa rigida']
Stachyarrhena acuminata,Stachyarrhena,acuminata,Rubiaceae,Gentianales,AM,FRED4,
Stauracanthus genistoides,Stauracanthus,genistoides,Fabaceae,Fabales,,,['Ulex genistoides']
Sterculia lanceolata,Sterculia,lanceolata,Malvaceae,Malvales,AM,FRED4,
Sterculia monosperma,Sterculia,monosperma,Malvaceae,Malvales,AM,FRED4,['Clompanus monosperma']
Sticherus cunninghamii,Sticherus,cunninghamii,Gleicheniaceae,Gleicheniales,AM,FRED4,"['Gleichenia cunninghamii', 'Mertensia cunninghamii']"
Stipa krylovii,Stipa,krylovii,Poaceae,Poales,AM,FRED4,"['Stipa sareptana subsp. krylovii', 'Stipa sareptana var. krylovii']"
Stipa pennata,Stipa,pennata,Poaceae,Poales,AM,FRED4,
Strobilanthes dimorphotricha,Strobilanthes,dimorphotricha,Acanthaceae,Lamiales,AM,FRED4,['Goldfussia dimorphotricha']
Styphnolobium japonicum,Styphnolobium,japonicum,Fabaceae,Fabales,AM,FRED4,['Sophora japonica']
Styrax suberifolius,Styrax,suberifolius,Styracaceae,Ericales,AM,FRED4,
Symphoricarpos occidentalis,Symphoricarpos,occidentalis,Caprifoliaceae,Dipsacales,,,['Symphoria occidentalis']
Symphyotrichum ciliolatum,Symphyotrichum,ciliolatum,Asteraceae,Asterales,,,"['Aster ciliolatus', 'Aster lindleyanus var. ciliolatus']"
Symphyotrichum ericoides,Symphyotrichum,ericoides,Asteraceae,Asterales,AM,Maherali et. al. 2016,"['Aster ericoides', 'Lasallea ericoides', 'Virgulus ericoides']"
Symphyotrichum falcatum,Symphyotrichum,falcatum,Asteraceae,Asterales,AM,FRED4,"['Aster falcatus', 'Virgulus falcatus', 'Lasallea falcata']"
Symphyotrichum laeve,Symphyotrichum,laeve,Asteraceae,Asterales,AM,FungalRoot,['Aster laevis']
Symphyotrichum novae-angliae,Symphyotrichum,novae-angliae,Asteraceae,Asterales,AM,FungalRoot,"['Aster spurius var. novae-angliae', 'Lasallea novae-angliae', 'Virgulus novae-angliae', 'Aster novae-angliae']"
Symphyotrichum oolentangiense,Symphyotrichum,oolentangiense,Asteraceae,Asterales,,,['Aster oolentangiensis']
Symphyotrichum puniceum,Symphyotrichum,puniceum,Asteraceae,Asterales,AM,FungalRoot,['Aster puniceus']
Symplocos cochinchinensis,Symplocos,cochinchinensis,Symplocaceae,Ericales,AM,FungalRoot,['Dicalix cochinchinensis']
Syringa reticulata,Syringa,reticulata,Oleaceae,Lamiales,EcMAM,FRED4,"['Ligustrum reticulatum', 'Ligustrina reticulata']"
Syzygium acuminatissimum,Syzygium,acuminatissimum,Myrtaceae,Myrtales,AM,FRED4,"['Acmena acuminatissima', 'Myrtus acuminatissima', 'Jambosa acuminatissima']"
Syzygium borbonicum,Syzygium,borbonicum,Myrtaceae,Myrtales,AM,FRED4,['Calyptranthes paniculata']
Syzygium castaneum,Syzygium,castaneum,Myrtaceae,Myrtales,AM,FRED4,['Eugenia castanea']
Syzygium globiflorum,Syzygium,globiflorum,Myrtaceae,Myrtales,AM,FRED4,['Eugenia globiflora']
Syzygium hancei,Syzygium,hancei,Myrtaceae,Myrtales,AM,FRED4,['Eugenia minutiflora']
Syzygium jambos,Syzygium,jambos,Myrtaceae,Myrtales,EcM,FRED4,"['Plinia jambos', 'Jambosa jambos', 'Myrtus jambos', 'Eugenia jambos']"
Syzygium kunstleri,Syzygium,kunstleri,Myrtaceae,Myrtales,AM,FRED4,['Eugenia kunstleri']
Syzygium levinei,Syzygium,levinei,Myrtaceae,Myrtales,AM,FRED4,['Eugenia levinei']
Syzygium maire,Syzygium,maire,Myrtaceae,Myrtales,AM,FRED4,['Eugenia maire']
Syzygium napiforme,Syzygium,napiforme,Myrtaceae,Myrtales,AM,FRED4,['Eugenia napiformis']
Syzygium pachysepalum,Syzygium,pachysepalum,Myrtaceae,Myrtales,AM,FRED4,
Syzygium subdecussatum,Syzygium,subdecussatum,Myrtaceae,Myrtales,AM,FRED4,['Eugenia subdecussata']
Tanaecium pyramidatum,Tanaecium,pyramidatum,Bignoniaceae,Lamiales,AM,FRED4,"['Haplolophium pyramidatum', 'Paragonia pyramidata', 'Tabebuia pyramidata', 'Bignonia pyramidata']"
Tapirira guianensis,Tapirira,guianensis,Anacardiaceae,Sapindales,AM,FRED4,"['Joncquetia guianensis', 'Bursera bahiensis']"
Taraxacum campylodes,Taraxacum,campylodes,Asteraceae,Asterales,AM,FRED4,
Taxodium distichum,Taxodium,distichum,Cupressaceae,Cupressales,AM,FRED4,"['Schubertia disticha', 'Cuprespinnata disticha', 'Cupressus disticha']"
Taxus chinensis,Taxus,chinensis,Taxaceae,Cupressales,AM,FRED4,"['Taxus wallichiana var. chinensis', 'Taxus sumatrana subsp. chinensis', 'Taxus baccata var. chinensis', 'Taxus cuspidata var. chinensis']"
Taxus cuspidata,Taxus,cuspidata,Taxaceae,Cupressales,AM,FRED4,"['Taxus baccata var. cuspidata', 'Taxus baccata subsp. cuspidata']"
Terminalia amazonia,Terminalia,amazonia,Combretaceae,Myrtales,AM,FRED4,['Chuncoa amazonia']
Ternstroemia coriacea,Ternstroemia,coriacea,Pentaphylacaceae,Ericales,AM,FRED4,['Taonabo coriacea']
Tetractomia tetrandra,Tetractomia,tetrandra,Rutaceae,Sapindales,AM,FRED4,['Melicope tetrandra']
Tetrapilus roseus,Tetrapilus,roseus,Oleaceae,Lamiales,AM,FRED4,['Olea rosea']
Teucrium chamaedrys,Teucrium,chamaedrys,Lamiaceae,Lamiales,AM,FRED4,
Teucrium charidemi,Teucrium,charidemi,Lamiaceae,Lamiales,,,
Teucrium fruticans,Teucrium,fruticans,Lamiaceae,Lamiales,AM,FRED4,
Thalictrum simplex,Thalictrum,simplex,Ranunculaceae,Ranunculales,AM,FRED4,"['Thalictrum angustifolium var. simplex', 'Thalictrum flavum subsp. simplex', 'Thalictrum angustifolium subsp. simplex']"
Theobroma cacao,Theobroma,cacao,Malvaceae,Malvales,AM,Maherali et. al. 2016,
Thermopsis rhombifolia,Thermopsis,rhombifolia,Fabaceae,Fabales,AM,FungalRoot,"['Drepilia rhombifolia', 'Thermia rhombifolia', 'Cytisus rhombifolius']"
Thuja occidentalis,Thuja,occidentalis,Cupressaceae,Cupressales,AM,FRED4,
Thymelaea hirsuta,Thymelaea,hirsuta,Thymelaeaceae,Malvales,NMAM,FungalRoot,"['Passerina hirsuta', 'Piptochlamys hirsuta', 'Giardia hirsuta', 'Stellera hirsuta', 'Lachnaea hirsuta', 'Chlamydanthus hirsutus']"
Thymus dolomiticus,Thymus,dolomiticus,Lamiaceae,Lamiales,,,
Thymus hyemalis,Thymus,hyemalis,Lamiaceae,Lamiales,AM,Maherali et. al. 2016,"['Origanum hyemale', 'Thymus vulgaris var. hyemalis']"
Thymus mastichina,Thymus,mastichina,Lamiaceae,Lamiales,AM,Maherali et. al. 2016,"['Origanum mastichina', 'Satureja mastichina']"
Tilia americana,Tilia,americana,Malvaceae,Malvales,EcM,FRED4,
Tilia amurensis,Tilia,amurensis,Malvaceae,Malvales,EcM,FRED4,['Tilia cordata var. amurensis']
Tilia cordata,Tilia,cordata,Malvaceae,Malvales,EcM,FRED4,
Tilia mandshurica,Tilia,mandshurica,Malvaceae,Malvales,EcMAM,FRED4,['Tilia argentea f. mandshurica']
Tilia mongolica,Tilia,mongolica,Malvaceae,Malvales,EcM,FRED4,
Tilia oliveri,Tilia,oliveri,Malvaceae,Malvales,EcM,FRED4,
Tordylium maximum,Tordylium,maximum,Apiaceae,Apiales,,,"['Heracleum tordylium', 'Pastinaca tordylium', 'Pastinaca maxima', 'Caucalis maxima']"
Torreya californica,Torreya,californica,Taxaceae,Cupressales,AM,FRED4,['Tumion californicum']
Torreya nucifera,Torreya,nucifera,Taxaceae,Cupressales,AM,FRED4,"['Tumion nuciferum', 'Foetataxus nucifera', 'Taxus nucifera', 'Taxodium nuciferum', 'Caryotaxus nucifera', 'Podocarpus nucifer']"
Toxicodendron acuminatum,Toxicodendron,acuminatum,Anacardiaceae,Sapindales,AM,FungalRoot,"['Rhus acuminata', 'Toxicodendron succedaneum var. acuminatum', 'Rhus succedanea var. acuminata']"
Toxicoscordion venenosum,Toxicoscordion,venenosum,Melanthiaceae,Liliales,,,['Zigadenus venenosus']
Trachelospermum axillare,Trachelospermum,axillare,Apocynaceae,Gentianales,AM,FRED4,
Tragopogon dubius,Tragopogon,dubius,Asteraceae,Asterales,AM,FRED4,"['Tragopogon major subsp. dubius', 'Tragopogon pratensis subsp. dubius']"
Trattinnickia lawrancei,Trattinnickia,lawrancei,Burseraceae,Sapindales,,,
Trichilia septentrionalis,Trichilia,septentrionalis,Meliaceae,Sapindales,,,
Trifolium angustifolium,Trifolium,angustifolium,Fabaceae,Fabales,AM,FRED4,['Triphylloides angustifolia']
Trifolium pratense,Trifolium,pratense,Fabaceae,Fabales,AM,FRED4,['Lagopus pratensis']
Trifolium purpureum,Trifolium,purpureum,Fabaceae,Fabales,AM,FRED4,"['Trifolium angustifolium subsp. purpureum', 'Trifolium angustifolium subsp. purpureum']"
Trifolium repens,Trifolium,repens,Fabaceae,Fabales,EcMAM,FRED4,['Amoria repens']
Trifolium subterraneum,Trifolium,subterraneum,Fabaceae,Fabales,AM,FRED4,['Calycomorphum subterraneum']
Tristaniopsis elliptica,Tristaniopsis,elliptica,Myrtaceae,Myrtales,EcMAM,FRED4,['Tristania elliptica']
Tristaniopsis obovata,Tristaniopsis,obovata,Myrtaceae,Myrtales,EcMAM,FRED4,['Tristania obovata']
Trymatococcus amazonicus,Trymatococcus,amazonicus,Moraceae,Rosales,AM,FRED4,
Tsuga canadensis,Tsuga,canadensis,Pinaceae,Pinales,EcM,FRED4,"['Abies curvifolia', 'Pinus canadensis', 'Picea canadensis']"
Turpinia occidentalis,Turpinia,occidentalis,Staphyleaceae,Crossosomatales,,,"['Staphylea occidentalis', 'Maurocenia occidentalis']"
Ulex parviflorus,Ulex,parviflorus,Fabaceae,Fabales,AM,Maherali et. al. 2016,
Ulmus americana,Ulmus,americana,Ulmaceae,Rosales,AM,FRED4,
Ulmus davidiana,Ulmus,davidiana,Ulmaceae,Rosales,EcMAM,FRED4,
Ulmus macrocarpa,Ulmus,macrocarpa,Ulmaceae,Rosales,AM,FRED4,
Ulmus minor,Ulmus,minor,Ulmaceae,Rosales,AM,FRED4,"['Ulmus vulgaris proles minor', 'Ulmus campestris minor', 'Ulmus campestris var. minor', 'Ulmus glabra f. minor']"
Ulmus pumila,Ulmus,pumila,Ulmaceae,Rosales,AM,FRED4,
Ulmus rubra,Ulmus,rubra,Ulmaceae,Rosales,AM,FRED4,['Ulmus americana var. rubra']
Unonopsis rufescens,Unonopsis,rufescens,Annonaceae,Magnoliales,,,['Trigynaea rufescens']
Vaccinium corymbosum,Vaccinium,corymbosum,Ericaceae,Ericales,ErM,FRED4,['Cyanococcus corymbosus']
Vaccinium mandarinorum,Vaccinium,mandarinorum,Ericaceae,Ericales,ErM,FRED4,
Vepris nobilis,Vepris,nobilis,Rutaceae,Sapindales,,,"['Teclea nobilis', 'Toddalia nobilis', 'Cranzia nobilis']"
Veratrum nigrum,Veratrum,nigrum,Melanthiaceae,Liliales,AM,FRED4,"['Helonias nigra', 'Melanthium nigrum']"
Verbascum thapsus,Verbascum,thapsus,Scrophulariaceae,Lamiales,AM,FRED4,
Verbena hastata,Verbena,hastata,Verbenaceae,Lamiales,AM,Maherali et. al. 2016,
Vernonia fasciculata,Vernonia,fasciculata,Asteraceae,Asterales,AM,Maherali et. al. 2016,['Cacalia fasciculata']
Veronica persica,Veronica,persica,Plantaginaceae,Lamiales,NMAM,FRED4,['Pocilla persica']
Veronica spuria,Veronica,spuria,Plantaginaceae,Lamiales,AM,FRED4,"['Veronica foliosa var. spuria', 'Pseudolysimachion spurium']"
Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Lamiales,,,"['Callistachya virginica', 'Paederota virginica', 'Leptandra virginica', 'Veronica virginica']"
Viburnum dentatum,Viburnum,dentatum,Viburnaceae,Dipsacales,AM,FRED4,
Viburnum stipitatum,Viburnum,stipitatum,Viburnaceae,Dipsacales,,,
Viburnum tinus,Viburnum,tinus,Viburnaceae,Dipsacales,AM,FRED4,
Vicia americana,Vicia,americana,Fabaceae,Fabales,AM,FungalRoot,['Abacosa americana']
Vicia villosa,Vicia,villosa,Fabaceae,Fabales,AM,Maherali et. al. 2016,
Viola adunca,Viola,adunca,Violaceae,Malpighiales,AM,FRED4,['Viola canina var. adunca']
Vitex lucens,Vitex,lucens,Lamiaceae,Lamiales,AM,FRED4,
Vitis amurensis,Vitis,amurensis,Vitaceae,Vitales,AM,FRED4,"['Vitis vinifera f. amurensis', 'Vitis vulpina var. amurensis', 'Vitis vinifera var. amurensis']"
Vitis vinifera,Vitis,vinifera,Vitaceae,Vitales,AM,FRED4,['Cissus vinifera']
Vitis vulpina,Vitis,vulpina,Vitaceae,Vitales,AM,FRED4,"['Vitis vinifera var. vulpina', 'Vitis cordifolia var. vulpina']"
Weinmannia elliptica,Weinmannia,elliptica,Cunoniaceae,Oxalidales,,,['Windmannia elliptica']
Weinmannia fagaroides,Weinmannia,fagaroides,Cunoniaceae,Oxalidales,,,"['Windmannia fagaroides', 'Weinmannia microphylla var. fagaroides']"
Weinmannia magnifolia,Weinmannia,magnifolia,Cunoniaceae,Oxalidales,,,
Weinmannia microphylla,Weinmannia,microphylla,Cunoniaceae,Oxalidales,,,
Weinmannia ovata,Weinmannia,ovata,Cunoniaceae,Oxalidales,,,['Windmannia ovata']
Weinmannia silvicola,Weinmannia,silvicola,Cunoniaceae,Oxalidales,AM,FRED4,
Wendlandia uvariifolia,Wendlandia,uvariifolia,Rubiaceae,Gentianales,AM,FRED4,
Withania frutescens,Withania,frutescens,Solanaceae,Solanales,,,"['Physalis frutescens', 'Hypnoticum frutescens', 'Atropa frutescens']"
Wurfbainia villosa,Wurfbainia,villosa,Zingiberaceae,Zingiberales,AM,FRED4,"['Cardamomum villosum', 'Elettaria villosa', 'Zingiber villosum', 'Amomum villosum']"
Xanthisma spinulosum,Xanthisma,spinulosum,Asteraceae,Asterales,AM,FungalRoot,"['Dieteria spinulosa', 'Sideranthus spinulosus', 'Haplopappus spinulosus', 'Amellus spinulosus']"
Xanthophyllum flavescens,Xanthophyllum,flavescens,Polygalaceae,Fabales,AM,FungalRoot,
Xanthophyllum tenue,Xanthophyllum,tenue,Polygalaceae,Fabales,AM,FRED4,
Zabelia biflora,Zabelia,biflora,Caprifoliaceae,Dipsacales,AM,FRED4,['Abelia biflora']
Zamia lucayana,Zamia,lucayana,Zamiaceae,Cycadales,AM,FRED4,
Zizia aurea,Zizia,aurea,Apiaceae,Apiales,AM,FungalRoot,"['Smyrnium aureum', 'Sison aureum', 'Carum aureum', 'Thaspium aureum']"
Zygia inaequalis,Zygia,inaequalis,Fabaceae,Fabales,AM,FRED4,"['Inga inaequalis', 'Pithecellobium inaequale', 'Feuilleea inaequalis', 'Mimosa inaequalis']"
